customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure
1123,Dominick,Downey,Male,50,1962-06-18,,Property,Mass Customer,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,No,13.0
1126,Atlante,Sonley,Female,77,1973-09-27,Executive Secretary,,Mass Customer,N,ã»(ï¿£âï¿£)ã»:*:,No,14.0
1129,Hercule,,Male,2,1977-06-29,VP Marketing,Entertainment,Mass Customer,N,100,Yes,9.0
1130,Juli,Prine,Female,90,1964-12-06,Sales Associate,,Mass Customer,N,2018-02-01 00:00:00,No,16.0
1131,Sigmund,Barkworth,Male,16,1956-08-07,VP Marketing,,Mass Customer,N,-100,No,15.0
1133,Forrester,McFetridge,Male,88,1968-01-26,,Manufacturing,Affluent Customer,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,No,6.0
1137,Jermayne,Hryniewicki,Male,46,1977-07-03,Business Systems Development Analyst,,Mass Customer,N,00ËÆ$-,No,18.0
1140,Deana,Rathbourne,Female,32,1986-02-25,Executive Secretary,,Mass Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Yes,13.0
1141,Shannah,Gritsaev,Female,70,1981-09-19,,Financial Services,High Net Worth,N,â°â´âµ,Yes,4.0
1145,Korella,Begin,Female,80,1965-09-26,,Property,Mass Customer,N,ð,Yes,14.0
1149,Ki,Odo,Female,29,1967-09-30,Developer III,,Affluent Customer,N,âââ,Yes,14.0
1158,Butch,Geertje,Male,85,1985-02-17,Senior Quality Engineer,,Mass Customer,N,",ãã»:*:ã»ãâ( â» Ï â» )ãã»:*:ã»ãâ",Yes,19.0
1162,Ambrose,Raiston,Male,29,1990-04-13,Marketing Assistant,,Mass Customer,N,ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥,Yes,7.0
1171,Ilise,Solloway,Female,32,1971-08-15,Human Resources Manager,,Affluent Customer,N,-1,Yes,8.0
1172,Smith,Babbs,Male,48,1974-04-12,Recruiter,,Mass Customer,N,ð©ð½,Yes,17.0
1174,Shellysheldon,Gooderridge,U,9,,Executive Secretary,IT,Mass Customer,N,,No,
1175,Paige,Hodgin,Male,8,1985-09-22,Human Resources Manager,,Mass Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,No,8.0
1176,Celia,Dockerty,Female,7,1976-01-16,Software Engineer IV,,Affluent Customer,N,,Yes,7.0
1179,Kerry,Pashenkov,Male,56,1988-08-15,Media Manager IV,Financial Services,High Net Worth,N,,Yes,13.0
1183,Joe,Shalliker,Male,50,1958-11-14,Media Manager II,,Affluent Customer,N,"__ï¾(,_,*)",No,6.0
1185,Xena,Rossbrooke,Female,17,2000-07-23,VP Product Management,,Mass Customer,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,Yes,2.0
1187,Antonino,Hogben,Male,65,1998-10-21,,Financial Services,Mass Customer,N,ð ð ±ð ¹ð ±ð ±¸ð ²ð ³,No,1.0
1188,Sally,Cominoli,Female,14,1984-02-23,Statistician IV,,Affluent Customer,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,Yes,4.0
1191,Merrielle,Vegas,Female,20,1996-05-22,Director of Sales,,Mass Customer,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,Yes,1.0
1194,Audry,Scurrey,Female,69,1992-03-25,Junior Executive,Telecommunications,Affluent Customer,N,,No,3.0
1201,Stephani,Mellhuish,Female,42,1955-11-28,,Manufacturing,Mass Customer,N,00ËÆ$-,No,10.0
1202,Rollie,,Male,90,1992-02-26,Sales Representative,Retail,Mass Customer,N,<svg><script>0<1>alert('XSS')</script>,Yes,8.0
1210,Shandie,Sprigg,U,81,,Programmer II,IT,Mass Customer,N,,No,
1213,Matthieu,Schruur,Male,80,1973-10-21,Accounting Assistant II,,High Net Worth,N,,No,15.0
1218,Marlie,Lister,Female,12,1982-01-09,,,Mass Customer,N,ã»(ï¿£âï¿£)ã»:*:,Yes,7.0
1219,Kaine,Parkeson,Male,93,1971-11-04,,Financial Services,Mass Customer,N,,No,14.0
1220,Paulie,Akerman,Male,12,1987-06-08,Editor,,High Net Worth,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,No,14.0
1223,Kristyn,,Female,19,1965-01-05,Senior Sales Associate,Manufacturing,Mass Customer,N,ì¸ëë°í ë¥´,Yes,16.0
1230,Eben,Powley,Male,61,1985-07-24,,Financial Services,Mass Customer,N,â,Yes,10.0
1233,Keeley,Hawsby,Female,17,1978-07-07,,Retail,Affluent Customer,N,á,Yes,16.0
1234,Rancell,Yven,Male,87,1965-04-19,Geologist I,,Mass Customer,N,-0.5,No,17.0
1238,Steward,Beedham,Male,24,1978-06-01,Graphic Designer,,Affluent Customer,N,(ï½¡â â âï½¡),Yes,6.0
1239,Carroll,Cobbin,Male,9,1978-02-28,,,Mass Customer,N,-100,Yes,17.0
1244,Glenn,Tinham,U,80,,Financial Analyst,Financial Services,Mass Customer,N,,Yes,
1246,Ibrahim,Wibrew,Male,94,1993-08-10,,,High Net Worth,N,testâ testâ«,No,6.0
1248,Genia,Bartel,Female,31,1963-12-18,General Manager,,Affluent Customer,N,-100,Yes,7.0
1249,Tabb,McKeowon,Male,11,1967-10-31,,Telecommunications,Mass Customer,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,No,16.0
1253,Mahalia,,Female,81,1996-08-19,Research Assistant I,Manufacturing,Mass Customer,N,100,No,5.0
1254,Quillan,McDuffie,Male,60,1958-12-18,Graphic Designer,Retail,Mass Customer,N,,Yes,5.0
1255,Erhart,Glazebrook,Male,5,1982-05-20,,Health,Affluent Customer,N,2018-02-01 00:00:00,No,11.0
1262,Aindrea,MacConchie,Female,90,1967-12-07,Technical Writer,,High Net Worth,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,Yes,19.0
1263,Elliot,Posselow,Male,41,1973-06-16,Nurse,Manufacturing,Affluent Customer,N,,No,8.0
1264,Michail,Heart,Male,48,1994-02-28,,Health,Mass Customer,N,ì¬íê³¼íì ì´íì°êµ¬ì,Yes,7.0
1266,Harry,,Male,68,1978-05-02,Human Resources Manager,Health,Mass Customer,N,0/0,Yes,10.0
1268,Baudoin,McCartney,Male,20,1989-12-06,,Financial Services,High Net Worth,N,../../../../../../../../../../../etc/passwd%00,Yes,2.0
1272,Nettie,Bulfit,Female,2,1985-04-04,,Manufacturing,Affluent Customer,N,-100,No,17.0
1277,Elias,Gerrie,Male,26,1972-12-26,Help Desk Technician,,Mass Customer,N,1,Yes,9.0
1285,Tomkin,Fudge,Male,44,1973-05-23,Office Assistant III,Manufacturing,Mass Customer,N,,Yes,12.0
1289,Shelley,Stroyan,Male,35,1973-07-16,,,Mass Customer,N,-1,Yes,8.0
1292,Alice,Backson,Female,56,1961-06-02,,,Affluent Customer,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),No,20.0
1294,Cari,Worling,Female,31,1974-09-28,,Manufacturing,Mass Customer,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,Yes,15.0
1299,Maddy,Aiskovitch,Female,72,1977-01-17,Media Manager IV,,Affluent Customer,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,No,12.0
1301,Trix,,Female,17,1991-11-25,Structural Analysis Engineer,Health,Mass Customer,N,-1,No,9.0
1303,Nollie,Guilliatt,Male,64,1972-04-27,,Argiculture,Mass Customer,N,../../../../../../../../../../../etc/hosts,No,15.0
1304,Emmy,Lumbly,Male,23,1977-11-16,Administrative Assistant III,,High Net Worth,N,åè£½æ¼¢èª,No,11.0
1308,Andrey,Conre,Male,34,1976-08-27,Analog Circuit Design manager,,Affluent Customer,N,0/0,Yes,18.0
1309,Adlai,Fabry,Male,95,1977-03-22,VP Marketing,,Mass Customer,N,0,No,13.0
1315,Ebba,Comport,Female,46,1973-06-24,,IT,Mass Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Yes,12.0
1318,Barbe,Assender,Female,10,1966-08-17,Senior Developer,Financial Services,Mass Customer,N,,Yes,4.0
1319,Trevor,St. Paul,Male,20,1955-07-18,,Entertainment,Mass Customer,N,â©testâ©,Yes,12.0
1320,Fae,,Female,4,1983-10-29,,Manufacturing,High Net Worth,N,100,Yes,7.0
1323,Kristofor,Mockes,Male,27,1988-04-04,Account Executive,,High Net Worth,N,2018-02-01 00:00:00,Yes,9.0
1329,Wendy,Randlesome,Female,65,1989-07-15,Database Administrator IV,,Mass Customer,N,"__ï¾(,_,*)",No,11.0
1330,Gery,Headrick,Male,20,1985-08-02,Technical Writer,,Affluent Customer,N,-1,No,19.0
1332,Garek,De la Barre,Male,87,1978-05-01,Technical Writer,,Mass Customer,N,1,Yes,12.0
1335,Sibylla,Marlon,Female,57,1997-08-14,,Entertainment,Mass Customer,N,ï»¿,Yes,3.0
1336,Moise,Inde,Male,83,1989-03-13,Physical Therapy Assistant,,Mass Customer,N,ç°ä¸­ããã«ããã¦ä¸ãã,Yes,15.0
1338,Giuseppe,Tezure,Male,53,1980-11-24,Product Engineer,,High Net Worth,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,No,14.0
1340,Crawford,Dreini,Male,16,1977-11-05,Statistician I,,High Net Worth,N,1,No,18.0
1342,Barnett,Morville,Male,14,1962-04-11,,Retail,Affluent Customer,N,"<>?:""{}|_+",Yes,11.0
1348,Lowe,Hinckes,Male,88,1984-04-10,VP Sales,,High Net Worth,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,No,13.0
1351,Lorettalorna,,U,32,,Office Assistant IV,IT,High Net Worth,N,,No,
1356,Ofella,Walbrook,Female,12,1981-02-24,Account Representative I,,High Net Worth,N,1/0,No,13.0
1368,Aarika,Magog,Female,54,1973-04-14,,Property,Mass Customer,N,-100,No,4.0
1374,Cleveland,Spilling,Male,76,1976-01-13,,Manufacturing,Mass Customer,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,No,8.0
1376,Pail,,Male,89,1966-03-12,Environmental Tech,Health,Mass Customer,N,0,Yes,18.0
1378,Ellie,Prester,Female,36,1978-06-18,,Property,Affluent Customer,N,testâ testâ«,Yes,7.0
1383,Coriss,Casarino,Female,81,1957-10-29,Software Consultant,IT,Affluent Customer,N,,No,8.0
1389,Reina,Drever,Female,27,1962-05-14,,Health,Affluent Customer,N,á,No,15.0
1393,Adria,MacRorie,Female,96,1976-03-10,,Manufacturing,Mass Customer,N,ï¼ï¼ï¼,No,20.0
1394,Freemon,Perago,Male,50,1978-01-27,,Health,Mass Customer,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,Yes,8.0
1395,Jandy,Pennazzi,Female,83,1957-12-23,VP Product Management,,High Net Worth,N,Ù¡Ù¢Ù£,Yes,16.0
1401,Ashien,Winspare,Female,68,1978-09-30,,Financial Services,High Net Worth,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,No,10.0
1409,Tiffi,Hartless,Female,69,1996-05-07,Help Desk Technician,,Mass Customer,N,,No,4.0
1412,Antonetta,Dumbrall,Female,20,1991-09-04,Tax Accountant,,Mass Customer,N,Ù¡Ù¢Ù£,Yes,4.0
1413,Vi,Lauga,Female,47,1998-04-24,Administrative Assistant II,Financial Services,Mass Customer,N,,No,3.0
1416,Fraze,Face,Male,90,1967-04-30,Assistant Manager,,High Net Worth,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼,Yes,5.0
1417,Micki,Russel,Female,12,1959-11-14,,Manufacturing,High Net Worth,N,â°â´âµâââ,Yes,20.0
1433,Marya,Szwandt,Female,15,1958-09-25,Account Coordinator,IT,Mass Customer,N,,No,20.0
1436,Tonnie,Andryunin,Male,40,1999-10-29,General Manager,,Affluent Customer,N,ï¾ï½¥â¿ã¾â²(ï½¡ââ¿âï½¡)â±â¿ï½¥ï¾,No,3.0
1441,Renae,Burns,Female,23,1977-03-07,,Manufacturing,Affluent Customer,N,âð¿ ðªð¿ ðð¿ ðð¿ ðð¿ ðð¿,No,5.0
1442,Mylo,Norrie,Male,1,1963-03-07,,Manufacturing,Affluent Customer,N,â¡,No,17.0
1443,Angela,Mowles,Female,47,1986-07-25,,Financial Services,Affluent Customer,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ­Ì¬ÌiÌ¦ÍÌ©ÍÍÌ¤aÌ ÌÌ¬ÍÌnÍÍ Ì»ÌÌ°ÍÍhÌµÍiÌ³ÌvÌ¢ÍeÍÌ­Í-ÒÌ­Ì©Ì¼ÍmÌ¤Ì­Ì«iÍÍÌÌ¦nÌÍdÌ£Ì ÍÌ¯Ì²ÍoÌ¨ÌÌ¯Ì°Ì²,Yes,22.0
1449,Ashly,Abramamovh,Female,38,1967-08-26,Staff Accountant IV,,High Net Worth,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,No,4.0
1453,Ahmed,,Male,54,1977-07-30,Computer Systems Analyst I,Health,High Net Worth,N,,No,13.0
1455,Cleo,,Female,2,1992-07-26,Software Engineer I,Property,Affluent Customer,N,-1,No,8.0
1457,Leonore,Slixby,Female,99,1978-08-20,Speech Pathologist,,Affluent Customer,N,á ,Yes,12.0
1458,Ashley,Behneke,Male,40,1956-10-22,Account Representative IV,Telecommunications,Affluent Customer,N,,No,11.0
1461,Earl,Skeels,Male,71,1957-01-04,,Retail,Mass Customer,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",Yes,9.0
1463,Willie,Landsberg,Male,53,1965-04-18,Chief Design Engineer,Property,High Net Worth,N,,Yes,18.0
1464,Mac,Leguay,Male,20,1984-10-03,Office Assistant II,,Affluent Customer,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),Yes,10.0
1467,Alysia,Cantrill,Female,1,1975-12-16,,Manufacturing,Mass Customer,N,â,Yes,6.0
1469,Shermy,,Male,77,1957-06-29,Financial Advisor,Financial Services,Affluent Customer,N,,Yes,14.0
1471,Berri,Farr,Female,88,1978-02-24,,Financial Services,Mass Customer,N,!@#$%^&*(),No,15.0
1473,Darrick,Feake,Male,49,1960-04-21,VP Product Management,,Mass Customer,N,ï»¿,Yes,20.0
1476,Vaughn,Browse,Male,25,1986-11-21,Structural Analysis Engineer,,Affluent Customer,N,á ,Yes,20.0
1477,Leo,Balharry,U,42,,Actuary,Financial Services,Mass Customer,N,,Yes,
1480,Bird,Diess,Female,83,1995-05-21,Legal Assistant,,High Net Worth,N,../../../../../../../../../../../etc/passwd%00,Yes,5.0
1484,Willette,Boodell,Female,26,1986-03-05,Administrative Assistant IV,,Mass Customer,N,é¨è½æ ¼,No,18.0
1487,Kaela,Soppett,Female,58,1979-05-23,Web Designer IV,,Affluent Customer,N,"""'",Yes,5.0
1488,Donnamarie,Andrieu,Female,82,1986-09-30,Assistant Manager,,Mass Customer,N,åè£½æ¼¢èª,Yes,17.0
1492,Cordey,Tomik,Female,51,1980-01-11,Media Manager I,,Mass Customer,N,nil,No,7.0
1494,Levon,Parlor,Male,46,1986-11-03,Geologist I,,Mass Customer,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,Yes,7.0
1498,Janot,McGougan,Female,84,1989-09-27,Nurse,,Affluent Customer,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,Yes,13.0
1500,Bellina,Bradberry,Female,82,1960-01-24,,,Mass Customer,N,testâ testâ«,No,9.0
1501,Shelby,Trayhorn,Female,74,1973-07-31,Account Executive,Property,Mass Customer,N,,Yes,14.0
1503,Del,Scullin,Female,1,1968-02-25,Media Manager III,,Affluent Customer,N,nil,No,6.0
1506,Andonis,Cochrane,Male,21,1958-02-21,,Property,Mass Customer,N,ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥,No,17.0
1507,Holmes,Benkin,Male,97,1977-11-10,,Manufacturing,High Net Worth,N,ã»(ï¿£âï¿£)ã»:*:,Yes,22.0
1509,Sibley,Janek,U,10,,Computer Systems Analyst I,IT,High Net Worth,N,,Yes,
1512,Chandler,,Male,89,1979-04-10,Teacher,,High Net Worth,N,â¡,No,4.0
1513,Wendel,Cator,Male,13,1970-06-05,Quality Engineer,,Affluent Customer,N,-1,Yes,16.0
1514,Pren,Brangan,Male,15,1962-01-16,Professor,,Mass Customer,N,<script>alert('hi')</script>,No,14.0
1520,Dillie,Wilstead,Male,95,1965-11-18,,Retail,Mass Customer,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,No,19.0
1527,Gerek,Chape,Male,23,1997-10-15,Chemical Engineer,Manufacturing,Mass Customer,N,,No,2.0
1528,Ranee,Henriksson,Female,78,1984-01-01,,Manufacturing,High Net Worth,N,,No,3.0
1539,Filberte,Godmer,Male,3,1977-11-17,Account Executive,,Mass Customer,N,1,Yes,16.0
1543,Michaela,Andrasch,Female,25,1993-10-13,Database Administrator III,,High Net Worth,N,1000000000000000049861653971908893017010268485438462151574892930611988399099305815384459015356416,No,9.0
1547,Chiquita,Billyard,Female,82,1990-02-26,Account Coordinator,,Mass Customer,N,"<>?:""{}|_+",Yes,12.0
1548,Perla,Cortnay,Female,70,1995-02-03,,Manufacturing,Mass Customer,N,100,Yes,2.0
1549,Vikki,Tett,Female,87,1997-08-06,,Financial Services,Affluent Customer,N,ð ð ±ð ¹ð ±ð ±¸ð ²ð ³,Yes,4.0
1559,Hilton,Gladwell,Male,63,1975-10-14,,Health,High Net Worth,N,0,Yes,12.0
1560,Tymon,Blackstone,Male,14,1973-01-12,,Retail,Mass Customer,N,<img src=x onerror=alert('hi') />,No,5.0
1562,Elset,Biasio,Female,29,1984-07-11,Staff Scientist,,Affluent Customer,N,",./;'[]\-=",Yes,3.0
1565,Jay,Janiszewski,Male,71,1953-08-17,Sales Representative,Retail,High Net Worth,N,,Yes,11.0
1567,Florri,Ramsdell,Female,18,1971-12-16,Teacher,,Mass Customer,N,âªâªtestâª,No,16.0
1569,Dave,Mews,Male,87,1987-06-03,Structural Analysis Engineer,,Mass Customer,N,ðµ ð ð ð,No,8.0
1574,Werner,Wall,Male,16,1995-11-15,Database Administrator I,,Affluent Customer,N,âð¿ ðªð¿ ðð¿ ðð¿ ðð¿ ðð¿,Yes,2.0
1578,Andreas,Bazely,Male,60,1978-04-14,,Health,High Net Worth,N,nil,Yes,11.0
1583,Krysta,O' Reagan,U,18,,Geologist IV,IT,Mass Customer,N,,Yes,
1584,Susanetta,,Female,93,1992-04-27,Legal Assistant,Manufacturing,Mass Customer,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,No,9.0
1587,Kevan,Laminman,Male,17,1986-08-16,Software Test Engineer III,Entertainment,Affluent Customer,N,,Yes,12.0
1592,Thorin,Klagges,Male,21,1986-08-04,Software Test Engineer III,,Mass Customer,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,Yes,14.0
1598,Guendolen,Betterton,Female,87,1973-12-02,Safety Technician III,,Mass Customer,N,100,No,11.0
1599,Ozzy,Silver,Male,65,1999-11-24,,,Affluent Customer,N,ã»(ï¿£âï¿£)ã»:*:,No,1.0
1602,Shamus,Dennerly,Male,68,1979-01-09,Professor,Retail,Mass Customer,N,,No,15.0
1604,Natale,Duinbleton,Male,51,1960-04-11,,Financial Services,High Net Worth,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,No,20.0
1605,Latrena,Ker,Female,72,1988-03-01,,,Affluent Customer,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,No,9.0
1606,Shayne,Ellesworthe,Female,93,1980-11-25,Environmental Specialist,,Affluent Customer,N,1'; DROP TABLE users--,Yes,9.0
1608,Fernande,Petzolt,Female,87,1958-09-21,Software Engineer III,,Mass Customer,N,ï»¿,Yes,6.0
1609,Reginald,Hanwright,Male,64,1996-11-26,Professor,Property,Mass Customer,N,,Yes,3.0
1610,Valaree,Chisolm,Female,75,1955-02-10,Structural Engineer,,High Net Worth,N,â¦testâ§,Yes,9.0
1611,Terencio,,Male,93,1971-11-22,Developer IV,Health,High Net Worth,N,-100,Yes,13.0
1613,Ernesta,Billany,Female,18,1977-05-25,,Property,Mass Customer,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,No,19.0
1614,Currie,Gimber,Male,2,1984-08-12,,,High Net Worth,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,No,8.0
1615,Evvie,Crack,Female,75,1971-02-04,,Entertainment,Mass Customer,N,â°â´âµ,Yes,7.0
1618,Andee,Scardifeild,Female,90,1966-03-01,Senior Developer,,Mass Customer,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,No,19.0
1619,Matteo,Hallum,Male,83,1971-12-22,Staff Accountant III,,Mass Customer,N,<img src=x onerror=alert('hi') />,Yes,6.0
1620,Jerrold,Bernetti,Male,18,1992-07-27,Structural Analysis Engineer,,High Net Worth,N,ÃÃÃÃËÃÃï£¿ÃÃÃâ,Yes,2.0
1622,Pietrek,Crowe,Male,44,1978-05-30,Senior Quality Engineer,,High Net Worth,N,ãã¼ãã£ã¼ã¸è¡ããªãã,No,16.0
1626,Fanchon,Fist,Female,82,1979-04-19,VP Accounting,Financial Services,Mass Customer,N,,No,14.0
1628,Hermione,Brereton,U,13,,Assistant Manager,IT,Mass Customer,N,,No,
1639,Marna,Showers,Female,9,1962-12-17,,Manufacturing,Mass Customer,N,×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ­Ø§Øª Ø§ÙØªÙØ­ÙÙ,Yes,12.0
1640,Erie,Worswick,Male,37,1995-02-17,Accountant I,,High Net Worth,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,Yes,3.0
1643,Manda,Forsey,Female,13,1961-01-07,,Retail,Mass Customer,N,1,No,19.0
1645,Dal,Colquhoun,Male,34,1995-06-12,Research Associate,,Affluent Customer,N,ð¾ ð ð ð ð ð ð ð§,Yes,5.0
1647,Ivory,Roscam,Female,21,1977-09-09,,Financial Services,High Net Worth,N,!@#$%^&*(),Yes,17.0
1650,Raphaela,Looby,Female,44,1980-05-03,Tax Accountant,,High Net Worth,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,No,16.0
1651,Idalina,,Female,9,1996-11-25,Web Designer I,Telecommunications,Mass Customer,N,ì¸ëë°í ë¥´,Yes,4.0
1653,Florry,Folbige,Female,80,1987-04-29,,Argiculture,Mass Customer,N,!@#$%^&*(),Yes,12.0
1666,Launce,Lording,Male,73,1977-04-02,Recruiting Manager,,Mass Customer,N,100,No,14.0
1678,Dale,Hursey,Female,20,1977-10-07,,Financial Services,High Net Worth,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,Yes,13.0
1681,Rupert,Gilstoun,Male,78,1979-12-07,,Health,High Net Worth,N,(ï½¡â â âï½¡),Yes,6.0
